symbol	Geneid	cardiomyocytes_probability	cardiomyocytes_distance	cardiomyocytes_p_value	cardiomyocytes_FDR	cardiomyocytes_rank	endothelial cells_probability	endothelial cells_distance	endothelial cells_p_value	endothelial cells_FDR	endothelial cells_rank	fibroblasts_probability	fibroblasts_distance	fibroblasts_p_value	fibroblasts_FDR	fibroblasts_rank	cardiomyocytes_exp	endothelial cells_exp	fibroblasts_exp
WFS1	ENSG00000109501	0.572	0.29	0.761	1.0	6185	0.46	-0.159	0.877	1.0	7359	0.47	-0.12	0.869	1.0	7167	0.452	-0.243	0.123
ST3GAL4	ENSG00000110080	0.572	0.29	0.761	1.0	6186	0.191	-1.446	0.993	1.0	10752	0.605	0.426	0.717	1.0	5815	2.142	-1.236	2.448
CD8A	ENSG00000153563	0.572	0.29	0.761	1.0	6187	0.373	-0.519	0.936	1.0	8336	0.186	-1.476	0.993	1.0	10702	0.223	-1.148	-2.446
GPM6A	ENSG00000150625	0.572	0.289	0.762	1.0	6188	0.457	-0.173	0.88	1.0	7392	0.259	-1.049	0.98	1.0	9588	-2.524	-2.936	-3.915
SLC38A2	ENSG00000134294	0.572	0.288	0.762	1.0	6189	0.659	0.66	0.633	1.0	5336	0.647	0.605	0.654	1.0	5391	6.577	6.863	6.35
PLA2G2C	ENSG00000187980	0.571	0.287	0.762	1.0	6190	0.234	-1.188	0.986	1.0	10130	0.772	1.218	0.414	1.0	4073	1.269	-1.509	3.139
SAP30L	ENSG00000164576	0.571	0.287	0.762	1.0	6191	0.628	0.522	0.684	1.0	5663	0.723	0.957	0.517	1.0	4609	3.642	3.96	4.599
EXOC3L1	ENSG00000179044	0.571	0.287	0.762	1.0	6192	0.902	2.224	0.11	0.697	2483	0.372	-0.524	0.936	1.0	8224	-0.793	3.302	-1.589
CHST3	ENSG00000122863	0.571	0.287	0.762	1.0	6193	0.472	-0.112	0.867	1.0	7243	0.442	-0.233	0.891	1.0	7461	0.932	0.288	0.317
SNRPF	ENSG00000139343	0.571	0.286	0.762	1.0	6194	0.666	0.689	0.622	1.0	5265	0.626	0.513	0.687	1.0	5591	6.445	6.804	6.085
DOCK4	ENSG00000128512	0.571	0.286	0.762	1.0	6195	0.759	1.146	0.442	1.0	4273	0.477	-0.091	0.862	1.0	7097	-1.869	0.231	-1.7
SEC23IP	ENSG00000107651	0.571	0.286	0.762	1.0	6196	0.607	0.433	0.715	1.0	5887	0.572	0.289	0.761	1.0	6127	1.827	2.159	1.961
RINL	ENSG00000187994	0.571	0.285	0.763	1.0	6197	0.526	0.103	0.815	1.0	6705	0.295	-0.872	0.969	1.0	9108	2.264	1.908	0.272
CHRNA10	ENSG00000129749	0.571	0.285	0.763	1.0	6198	0.355	-0.595	0.945	1.0	8540	0.012	-4.423	1.0	1.0	15023	1.241	-0.374	-6.795
ACLY	ENSG00000131473	0.571	0.285	0.763	1.0	6199	0.668	0.699	0.618	1.0	5239	0.684	0.771	0.59	1.0	4992	1.499	2.385	2.543
SF3B2	ENSG00000087365	0.571	0.285	0.763	1.0	6200	0.668	0.697	0.619	1.0	5246	0.662	0.673	0.628	1.0	5223	7.6	7.858	7.3
TMBIM1	ENSG00000135926	0.571	0.285	0.763	1.0	6201	0.649	0.614	0.65	1.0	5448	0.638	0.566	0.668	1.0	5478	3.414	3.938	3.731
AP4S1	ENSG00000100478	0.57	0.282	0.763	1.0	6202	0.388	-0.456	0.927	1.0	8176	0.4	-0.404	0.92	1.0	7919	1.105	-0.22	0.166
VASH1	ENSG00000071246	0.57	0.282	0.764	1.0	6203	0.571	0.286	0.762	1.0	6257	0.708	0.885	0.546	1.0	4754	2.461	2.448	3.525
EIF3L	ENSG00000100129	0.57	0.282	0.764	1.0	6204	0.461	-0.156	0.876	1.0	7352	0.538	0.15	0.802	1.0	6476	2.3	1.439	2.106
GTF3C5	ENSG00000148308	0.57	0.281	0.764	1.0	6205	0.38	-0.492	0.932	1.0	8269	0.552	0.207	0.786	1.0	6330	3.154	1.552	2.897
UBXN1	ENSG00000162191	0.57	0.281	0.764	1.0	6206	0.657	0.651	0.636	1.0	5355	0.686	0.782	0.586	1.0	4964	8.454	8.544	8.189
EIF3J	ENSG00000104131	0.57	0.281	0.764	1.0	6207	0.433	-0.268	0.898	1.0	7664	0.508	0.032	0.833	1.0	6780	5.727	4.3	4.669
APBB3	ENSG00000113108	0.57	0.281	0.764	1.0	6208	0.693	0.814	0.574	1.0	4967	0.506	0.025	0.835	1.0	6800	1.781	2.87	1.465
LOXL3	ENSG00000115318	0.57	0.28	0.764	1.0	6209	0.659	0.657	0.634	1.0	5341	0.808	1.437	0.331	1.0	3684	-2.31	-1.107	0.644
PLA2G4C	ENSG00000105499	0.569	0.279	0.764	1.0	6210	0.334	-0.692	0.955	1.0	8802	0.285	-0.921	0.973	1.0	9237	2.429	0.513	0.329
ZBTB25	ENSG00000089775	0.569	0.279	0.765	1.0	6211	0.22	-1.263	0.988	1.0	10324	0.387	-0.459	0.928	1.0	8055	3.114	0.015	1.696
SMIM12	ENSG00000163866	0.569	0.279	0.765	1.0	6212	0.652	0.626	0.646	1.0	5411	0.691	0.806	0.577	1.0	4922	5.027	5.423	5.468
NDFIP2	ENSG00000102471	0.569	0.278	0.765	1.0	6213	0.434	-0.267	0.897	1.0	7655	0.504	0.015	0.838	1.0	6828	2.616	1.515	2.13
SLC10A5	ENSG00000253598	0.569	0.278	0.765	1.0	6214	0.002	-6.077	1.0	1.0	15497	0.007	-5.015	1.0	1.0	15294	2.512	-9.921	-6.795
CCL8	ENSG00000108700	0.569	0.278	0.765	1.0	6215	0.707	0.879	0.548	1.0	4823	0.755	1.124	0.451	1.0	4257	2.716	3.844	4.161
PEA15	ENSG00000162734	0.569	0.277	0.765	1.0	6216	0.533	0.131	0.808	1.0	6639	0.523	0.093	0.818	1.0	6626	7.212	6.421	5.983
DNAH5	ENSG00000039139	0.569	0.277	0.765	1.0	6217	0.609	0.443	0.711	1.0	5864	0.819	1.507	0.306	1.0	3569	-11.665	-9.921	-6.795
MYO1D	ENSG00000176658	0.569	0.276	0.766	1.0	6218	0.725	0.971	0.512	1.0	4644	0.48	-0.08	0.86	1.0	7071	-3.859	-1.877	-3.268
CNOT2	ENSG00000111596	0.568	0.276	0.766	1.0	6219	0.696	0.829	0.568	1.0	4930	0.739	1.042	0.483	1.0	4417	4.145	5.034	5.176
RELB	ENSG00000104856	0.568	0.276	0.766	1.0	6220	0.605	0.426	0.717	1.0	5902	0.24	-1.151	0.984	1.0	9847	-1.877	-1.161	-3.547
UBE2V1	ENSG00000244687	0.568	0.275	0.766	1.0	6221	0.471	-0.116	0.868	1.0	7253	0.512	0.05	0.829	1.0	6734	2.336	1.563	1.97
HLA-DRB1	ENSG00000196126	0.568	0.275	0.766	1.0	6222	0.964	3.291	0.011	0.125	1374	0.764	1.172	0.432	1.0	4164	2.697	8.541	4.233
CSTA	ENSG00000121552	0.568	0.275	0.766	1.0	6223	0.623	0.5	0.691	1.0	5729	0.88	1.996	0.16	0.893	2802	-3.454	-2.431	0.712
RNF14	ENSG00000013561	0.568	0.275	0.766	1.0	6224	0.465	-0.138	0.873	1.0	7300	0.498	-0.006	0.843	1.0	6888	4.787	3.722	3.853
NEK5	ENSG00000197168	0.568	0.275	0.766	1.0	6225	0.41	-0.363	0.914	1.0	7906	0.337	-0.676	0.953	1.0	8603	-3.145	-3.839	-3.737
SCG2	ENSG00000171951	0.568	0.274	0.766	1.0	6226	0.06	-2.752	1.0	1.0	13435	0.864	1.849	0.198	1.0	3029	-4.725	-9.921	-0.573
B3GNT2	ENSG00000170340	0.568	0.274	0.766	1.0	6227	0.73	0.994	0.502	1.0	4584	0.307	-0.814	0.965	1.0	8961	1.913	3.354	0.111
UBA7	ENSG00000182179	0.568	0.274	0.766	1.0	6228	0.727	0.982	0.507	1.0	4619	0.557	0.231	0.779	1.0	6266	2.431	3.794	2.364
UBE2R2	ENSG00000107341	0.568	0.274	0.766	1.0	6229	0.408	-0.372	0.915	1.0	7928	0.431	-0.277	0.899	1.0	7580	3.669	2.264	2.474
RPS2	ENSG00000140988	0.568	0.273	0.766	1.0	6230	0.676	0.736	0.604	1.0	5147	0.699	0.842	0.563	1.0	4844	9.288	9.473	8.983
MALL	ENSG00000144063	0.568	0.273	0.766	1.0	6231	0.961	3.213	0.013	0.148	1429	0.817	1.494	0.311	1.0	3596	-2.28	3.924	0.781
C19orf47	ENSG00000160392	0.568	0.273	0.766	1.0	6232	0.169	-1.59	0.995	1.0	11107	0.29	-0.894	0.971	1.0	9176	3.809	0.014	1.505
USP48	ENSG00000090686	0.568	0.272	0.767	1.0	6233	0.423	-0.311	0.905	1.0	7768	0.513	0.054	0.828	1.0	6719	3.189	1.955	2.67
FAXDC2	ENSG00000170271	0.568	0.272	0.767	1.0	6234	0.6	0.406	0.724	1.0	5948	0.722	0.953	0.519	1.0	4618	2.407	2.652	3.618
FGF11	ENSG00000161958	0.567	0.272	0.767	1.0	6235	0.06	-2.752	1.0	1.0	13436	0.788	1.313	0.377	1.0	3892	-4.73	-9.921	-1.515
CD3G	ENSG00000160654	0.567	0.272	0.767	1.0	6236	0.72	0.944	0.522	1.0	4697	0.434	-0.265	0.897	1.0	7541	-1.293	0.382	-1.511
GALNT18	ENSG00000110328	0.567	0.27	0.767	1.0	6237	0.753	1.113	0.455	1.0	4355	0.242	-1.143	0.984	1.0	9818	-2.326	-0.213	-3.887
ANKEF1	ENSG00000132623	0.567	0.27	0.767	1.0	6238	0.255	-1.07	0.981	1.0	9825	0.024	-3.711	1.0	1.0	14590	-0.341	-2.693	-6.795
SH2D1A	ENSG00000183918	0.567	0.27	0.767	1.0	6239	0.657	0.651	0.636	1.0	5353	0.245	-1.128	0.983	1.0	9774	-5.956	-4.374	-6.795
GNE	ENSG00000159921	0.567	0.27	0.767	1.0	6240	0.59	0.365	0.737	1.0	6059	0.402	-0.396	0.919	1.0	7892	0.984	1.301	0.103
RARRES1	ENSG00000118849	0.567	0.269	0.768	1.0	6241	0.863	1.837	0.201	1.0	3010	0.947	2.877	0.03	0.266	1786	-1.173	2.239	4.113
FMC1	ENSG00000164898	0.567	0.269	0.768	1.0	6242	0.393	-0.437	0.925	1.0	8121	0.602	0.413	0.722	1.0	5843	8.814	6.767	7.854
TNIP1	ENSG00000145901	0.567	0.268	0.768	1.0	6243	0.5	0.001	0.841	1.0	6952	0.499	-0.003	0.842	1.0	6880	3.209	2.591	2.594
MEGF9	ENSG00000106780	0.567	0.268	0.768	1.0	6244	0.367	-0.543	0.939	1.0	8410	0.336	-0.682	0.954	1.0	8622	1.542	0.031	0.054
CNN3	ENSG00000117519	0.567	0.268	0.768	1.0	6245	0.859	1.805	0.21	1.0	3057	0.877	1.96	0.169	0.924	2858	4.449	7.227	7.046
CNOT8	ENSG00000155508	0.567	0.268	0.768	1.0	6246	0.731	0.997	0.501	1.0	4580	0.621	0.493	0.694	1.0	5648	2.757	4.13	3.102
OCLN	ENSG00000197822	0.566	0.267	0.768	1.0	6247	0.851	1.741	0.229	1.0	3177	0.68	0.755	0.597	1.0	5036	-2.619	0.755	-0.78
ERLIN2	ENSG00000147475	0.566	0.266	0.768	1.0	6248	0.48	-0.08	0.86	1.0	7152	0.544	0.178	0.795	1.0	6397	3.991	3.137	3.548
LRRFIP1	ENSG00000124831	0.566	0.266	0.768	1.0	6249	0.72	0.945	0.522	1.0	4695	0.581	0.326	0.75	1.0	6040	4.663	5.744	4.35
SMC5	ENSG00000198887	0.566	0.266	0.769	1.0	6250	0.631	0.538	0.678	1.0	5622	0.764	1.176	0.43	1.0	4155	2.379	2.898	4.0
DRD4	ENSG00000069696	0.566	0.265	0.769	1.0	6251	0.263	-1.032	0.979	1.0	9711	0.023	-3.764	1.0	1.0	14633	-0.237	-2.516	-6.795
THAP1	ENSG00000131931	0.566	0.265	0.769	1.0	6252	0.568	0.275	0.766	1.0	6285	0.595	0.383	0.732	1.0	5927	5.031	4.767	4.75
MRPL49	ENSG00000149792	0.566	0.264	0.769	1.0	6253	0.669	0.702	0.617	1.0	5233	0.681	0.757	0.596	1.0	5031	6.007	6.477	6.197
ZCCHC14	ENSG00000140948	0.566	0.264	0.769	1.0	6254	0.512	0.047	0.83	1.0	6841	0.648	0.608	0.652	1.0	5385	0.696	0.432	1.644
PRKD2	ENSG00000105287	0.565	0.263	0.769	1.0	6255	0.859	1.809	0.209	1.0	3049	0.668	0.699	0.618	1.0	5165	-1.022	2.333	0.417
PGM3	ENSG00000013375	0.565	0.263	0.769	1.0	6256	0.659	0.66	0.633	1.0	5334	0.77	1.206	0.418	1.0	4100	1.887	2.7	3.659
CDC34	ENSG00000099804	0.565	0.263	0.77	1.0	6257	0.359	-0.579	0.943	1.0	8492	0.262	-1.035	0.979	1.0	9544	4.395	2.531	1.748
ALDH4A1	ENSG00000159423	0.565	0.263	0.77	1.0	6258	0.298	-0.857	0.968	1.0	9242	0.35	-0.617	0.947	1.0	8430	1.5	-0.608	0.144
KLHDC2	ENSG00000165516	0.565	0.263	0.77	1.0	6259	0.371	-0.528	0.937	1.0	8372	0.524	0.095	0.817	1.0	6620	4.271	2.522	3.635
MSTO1	ENSG00000125459	0.565	0.263	0.77	1.0	6260	0.563	0.252	0.773	1.0	6345	0.194	-1.422	0.992	1.0	10557	2.756	2.683	-0.258
HS3ST1	ENSG00000002587	0.565	0.262	0.77	1.0	6261	0.966	3.335	0.01	0.115	1329	0.843	1.683	0.247	1.0	3300	-2.381	4.093	1.048
RPL35A	ENSG00000182899	0.565	0.262	0.77	1.0	6262	0.638	0.568	0.667	1.0	5552	0.709	0.891	0.543	1.0	4739	9.449	9.314	9.221
PCNX4	ENSG00000126773	0.565	0.262	0.77	1.0	6263	0.551	0.204	0.787	1.0	6459	0.538	0.151	0.802	1.0	6472	3.153	2.947	2.831
ADAM32	ENSG00000197140	0.565	0.261	0.77	1.0	6264	0.65	0.62	0.648	1.0	5430	0.838	1.643	0.26	1.0	3368	-3.428	-2.148	0.133
TATDN1	ENSG00000147687	0.565	0.261	0.77	1.0	6265	0.384	-0.473	0.93	1.0	8218	0.494	-0.022	0.847	1.0	6936	3.919	2.315	3.145
MAPK6	ENSG00000069956	0.565	0.261	0.77	1.0	6266	0.452	-0.191	0.883	1.0	7439	0.66	0.661	0.633	1.0	5253	2.586	1.669	3.27
OSGIN2	ENSG00000164823	0.565	0.261	0.77	1.0	6267	0.506	0.026	0.835	1.0	6891	0.487	-0.051	0.853	1.0	6994	2.322	1.855	1.807
TYMS	ENSG00000176890	0.565	0.26	0.77	1.0	6268	0.582	0.332	0.748	1.0	6143	0.893	2.121	0.131	0.781	2632	-2.762	-2.109	1.516
TP53INP1	ENSG00000164938	0.565	0.26	0.77	1.0	6269	0.492	-0.033	0.849	1.0	7041	0.551	0.205	0.787	1.0	6339	2.842	2.212	2.679
ACAA1	ENSG00000060971	0.565	0.26	0.77	1.0	6270	0.32	-0.752	0.96	1.0	8957	0.207	-1.344	0.99	1.0	10345	2.369	0.381	-0.429
CMTM3	ENSG00000140931	0.564	0.259	0.771	1.0	6271	0.854	1.769	0.221	1.0	3120	0.916	2.383	0.083	0.568	2300	1.12	4.184	5.117
PITPNM1	ENSG00000110697	0.564	0.258	0.771	1.0	6272	0.422	-0.316	0.906	1.0	7791	0.417	-0.337	0.909	1.0	7749	1.373	0.343	0.541
HLA-DRB5	ENSG00000198502	0.564	0.258	0.771	1.0	6273	0.972	3.548	0.005	0.072	1177	0.755	1.125	0.45	1.0	4253	2.12	8.557	3.714
NECAB3	ENSG00000125967	0.564	0.258	0.771	1.0	6274	0.224	-1.245	0.988	1.0	10275	0.442	-0.233	0.891	1.0	7462	3.551	0.484	2.484
RILPL1	ENSG00000188026	0.564	0.258	0.771	1.0	6275	0.295	-0.87	0.969	1.0	9269	0.336	-0.682	0.954	1.0	8623	1.103	-0.981	-0.285
TAFA2	ENSG00000198673	0.564	0.258	0.771	1.0	6276	0.783	1.282	0.389	1.0	4002	0.617	0.475	0.7	1.0	5694	-5.899	-3.066	-3.907
MAP3K1	ENSG00000095015	0.564	0.258	0.771	1.0	6277	0.878	1.973	0.165	0.927	2794	0.794	1.35	0.363	1.0	3821	-1.163	2.538	1.459
DOP1A	ENSG00000083097	0.564	0.258	0.771	1.0	6278	0.568	0.275	0.766	1.0	6284	0.527	0.109	0.814	1.0	6573	0.41	0.632	0.547
DDX24	ENSG00000089737	0.564	0.256	0.771	1.0	6279	0.572	0.289	0.761	1.0	6248	0.673	0.724	0.609	1.0	5115	6.251	5.906	6.349
PSME1	ENSG00000092010	0.564	0.256	0.772	1.0	6280	0.82	1.519	0.302	1.0	3516	0.764	1.173	0.431	1.0	4159	8.09	9.962	8.629
PHF2	ENSG00000197724	0.563	0.255	0.772	1.0	6281	0.621	0.495	0.693	1.0	5742	0.558	0.234	0.778	1.0	6253	0.848	1.459	1.126
ANKRD29	ENSG00000154065	0.563	0.255	0.772	1.0	6282	0.77	1.208	0.418	1.0	4146	0.643	0.59	0.659	1.0	5429	0.086	2.169	1.135
CD48	ENSG00000117091	0.563	0.254	0.772	1.0	6283	0.805	1.415	0.339	1.0	3714	0.099	-2.209	0.999	1.0	12382	-3.642	-0.772	-6.795
SMC6	ENSG00000163029	0.563	0.254	0.772	1.0	6284	0.516	0.064	0.825	1.0	6793	0.456	-0.176	0.88	1.0	7316	2.87	2.436	2.041
ACAA2	ENSG00000167315	0.563	0.253	0.772	1.0	6285	0.341	-0.657	0.951	1.0	8725	0.375	-0.51	0.934	1.0	8197	5.512	3.403	3.591
CDH18	ENSG00000145526	0.563	0.253	0.772	1.0	6286	0.909	2.302	0.096	0.636	2379	0.875	1.95	0.171	0.932	2876	-12.688	-7.161	-6.795
PARD6B	ENSG00000124171	0.563	0.253	0.773	1.0	6287	0.241	-1.149	0.984	1.0	10022	0.449	-0.205	0.886	1.0	7386	0.755	-1.829	0.283
SESN1	ENSG00000080546	0.563	0.253	0.773	1.0	6288	0.293	-0.88	0.97	1.0	9292	0.482	-0.07	0.858	1.0	7043	1.901	-0.272	1.447
GOLIM4	ENSG00000173905	0.563	0.251	0.773	1.0	6289	0.487	-0.054	0.854	1.0	7086	0.674	0.725	0.608	1.0	5112	4.586	3.753	5.015
GSTO1	ENSG00000148834	0.562	0.251	0.773	1.0	6290	0.502	0.007	0.84	1.0	6931	0.638	0.567	0.667	1.0	5474	7.566	6.548	7.147
KDM1A	ENSG00000004487	0.562	0.251	0.773	1.0	6291	0.488	-0.049	0.853	1.0	7077	0.491	-0.035	0.85	1.0	6965	2.449	1.844	1.955
GLRX5	ENSG00000182512	0.562	0.251	0.773	1.0	6292	0.403	-0.393	0.918	1.0	7992	0.515	0.059	0.827	1.0	6711	6.946	5.21	5.753
DEF8	ENSG00000140995	0.562	0.251	0.773	1.0	6293	0.584	0.339	0.746	1.0	6124	0.663	0.676	0.627	1.0	5212	4.295	4.258	4.697
FDFT1	ENSG00000079459	0.562	0.251	0.773	1.0	6294	0.518	0.072	0.823	1.0	6770	0.433	-0.268	0.898	1.0	7554	3.7	3.203	2.556
MKS1	ENSG00000011143	0.562	0.251	0.773	1.0	6295	0.627	0.519	0.685	1.0	5676	0.485	-0.062	0.856	1.0	7018	2.629	3.115	2.052
MSC	ENSG00000178860	0.562	0.25	0.773	1.0	6296	0.762	1.164	0.435	1.0	4236	0.952	2.993	0.023	0.215	1685	1.342	3.22	6.382
HDAC2	ENSG00000196591	0.562	0.25	0.773	1.0	6297	0.573	0.294	0.76	1.0	6233	0.523	0.091	0.818	1.0	6630	4.777	4.607	4.058
ATG9B	ENSG00000181652	0.562	0.249	0.774	1.0	6298	0.913	2.352	0.088	0.598	2310	0.636	0.559	0.67	1.0	5497	-3.329	1.349	-1.669
OCEL1	ENSG00000099330	0.562	0.249	0.774	1.0	6299	0.516	0.065	0.825	1.0	6786	0.72	0.944	0.522	1.0	4639	4.604	4.005	5.419
SEC62	ENSG00000008952	0.562	0.248	0.774	1.0	6300	0.724	0.966	0.513	1.0	4650	0.797	1.365	0.358	1.0	3791	7.571	8.433	8.56
PCBD1	ENSG00000166228	0.561	0.247	0.774	1.0	6301	0.394	-0.43	0.924	1.0	8107	0.552	0.208	0.786	1.0	6327	7.858	5.966	6.76
SCAMP2	ENSG00000140497	0.561	0.246	0.775	1.0	6302	0.561	0.243	0.775	1.0	6361	0.725	0.968	0.513	1.0	4580	2.689	2.639	3.919
GTDC1	ENSG00000121964	0.561	0.245	0.775	1.0	6303	0.479	-0.082	0.86	1.0	7157	0.539	0.157	0.8	1.0	6461	-0.611	-0.957	-0.171
MCM7	ENSG00000166508	0.561	0.244	0.775	1.0	6304	0.611	0.452	0.708	1.0	5832	0.481	-0.075	0.859	1.0	7059	2.933	3.271	2.287
SCN3B	ENSG00000166257	0.561	0.244	0.775	1.0	6305	0.947	2.893	0.029	0.269	1705	0.668	0.699	0.618	1.0	5163	-3.693	2.087	-1.708
ARHGAP29	ENSG00000137962	0.561	0.244	0.775	1.0	6306	0.901	2.21	0.113	0.709	2502	0.803	1.407	0.342	1.0	3719	2.593	6.397	4.615
COPS8	ENSG00000198612	0.561	0.244	0.775	1.0	6307	0.47	-0.121	0.869	1.0	7261	0.624	0.508	0.689	1.0	5609	6.245	5.127	5.989
EXOSC1	ENSG00000171311	0.56	0.242	0.776	1.0	6308	0.628	0.522	0.684	1.0	5665	0.714	0.913	0.535	1.0	4697	7.001	7.061	7.313
ANKRD50	ENSG00000151458	0.56	0.242	0.776	1.0	6309	0.795	1.357	0.361	1.0	3843	0.482	-0.071	0.858	1.0	7048	0.978	3.285	0.715
RTL8B	ENSG00000212747	0.56	0.242	0.776	1.0	6310	0.646	0.6	0.656	1.0	5482	0.7	0.848	0.561	1.0	4831	5.424	5.8	5.925
SPPL2B	ENSG00000005206	0.56	0.242	0.776	1.0	6311	0.568	0.272	0.767	1.0	6299	0.317	-0.768	0.961	1.0	8854	0.357	0.608	-1.009
KIAA1191	ENSG00000122203	0.56	0.241	0.776	1.0	6312	0.495	-0.019	0.846	1.0	7004	0.44	-0.241	0.893	1.0	7480	5.318	4.498	3.928
ARHGAP17	ENSG00000140750	0.56	0.241	0.776	1.0	6313	0.599	0.4	0.726	1.0	5962	0.529	0.116	0.812	1.0	6552	2.898	3.142	2.598
TNPO1	ENSG00000083312	0.56	0.241	0.776	1.0	6314	0.558	0.233	0.779	1.0	6384	0.509	0.037	0.832	1.0	6766	2.62	2.567	2.237
FBXL7	ENSG00000183580	0.56	0.241	0.776	1.0	6315	0.525	0.101	0.816	1.0	6709	0.585	0.344	0.744	1.0	6013	-2.107	-1.935	-1.046
CNTN2	ENSG00000184144	0.56	0.24	0.776	1.0	6316	0.76	1.152	0.439	1.0	4258	0.974	3.639	0.004	0.054	1209	-8.807	-5.898	-0.666
TIFA	ENSG00000145365	0.56	0.24	0.776	1.0	6317	0.593	0.375	0.734	1.0	6025	0.566	0.264	0.769	1.0	6197	3.891	3.989	3.665
POU5F1	ENSG00000204531	0.56	0.24	0.776	1.0	6318	0.522	0.09	0.819	1.0	6731	0.034	-3.336	1.0	1.0	14219	-1.221	-1.158	-6.795
SOGA1	ENSG00000149639	0.559	0.239	0.777	1.0	6319	0.615	0.467	0.703	1.0	5805	0.517	0.067	0.825	1.0	6693	-0.432	0.291	-0.175
DYNLT3	ENSG00000165169	0.559	0.239	0.777	1.0	6320	0.713	0.909	0.536	1.0	4774	0.782	1.276	0.391	1.0	3958	5.662	6.623	6.876
WASF1	ENSG00000112290	0.559	0.237	0.777	1.0	6321	0.074	-2.534	1.0	1.0	13063	0.242	-1.141	0.984	1.0	9810	-1.675	-6.684	-3.3
CDR2L	ENSG00000109089	0.559	0.237	0.777	1.0	6322	0.466	-0.136	0.872	1.0	7298	0.789	1.319	0.375	1.0	3878	1.221	0.598	3.364
RAC3	ENSG00000169750	0.559	0.237	0.777	1.0	6323	0.015	-4.184	1.0	1.0	14952	0.042	-3.123	1.0	1.0	13965	-1.69	-9.921	-6.795
PTGR2	ENSG00000140043	0.559	0.237	0.777	1.0	6324	0.471	-0.114	0.867	1.0	7249	0.334	-0.689	0.954	1.0	8640	2.826	2.081	1.132
YPEL1	ENSG00000100027	0.559	0.235	0.778	1.0	6325	0.266	-1.014	0.978	1.0	9663	0.181	-1.511	0.994	1.0	10797	0.492	-1.767	-2.195
PTPRO	ENSG00000151490	0.558	0.235	0.778	1.0	6326	0.274	-0.977	0.976	1.0	9559	0.691	0.804	0.578	1.0	4926	-3.907	-5.644	-1.68
PYROXD2	ENSG00000119943	0.558	0.235	0.778	1.0	6327	0.46	-0.161	0.877	1.0	7361	0.643	0.588	0.66	1.0	5433	1.691	0.975	2.462
RUSC2	ENSG00000198853	0.558	0.234	0.778	1.0	6328	0.667	0.694	0.62	1.0	5254	0.461	-0.157	0.876	1.0	7266	1.721	2.674	1.181
ANGPTL4	ENSG00000167772	0.558	0.234	0.778	1.0	6329	0.715	0.922	0.531	1.0	4738	0.741	1.051	0.48	1.0	4401	2.058	3.421	3.574
ELP5	ENSG00000170291	0.558	0.234	0.778	1.0	6330	0.426	-0.299	0.903	1.0	7732	0.476	-0.095	0.863	1.0	7105	6.446	4.978	5.108
LYAR	ENSG00000145220	0.558	0.234	0.778	1.0	6331	0.649	0.614	0.65	1.0	5449	0.661	0.666	0.631	1.0	5243	3.8	4.385	4.308
ZBTB39	ENSG00000166860	0.558	0.234	0.778	1.0	6332	0.741	1.052	0.479	1.0	4468	0.009	-4.748	1.0	1.0	15191	1.837	3.477	-6.795
INPP5E	ENSG00000148384	0.558	0.234	0.778	1.0	6333	0.48	-0.081	0.86	1.0	7153	0.566	0.264	0.769	1.0	6200	3.372	2.643	3.253
CDK14	ENSG00000058091	0.558	0.234	0.778	1.0	6334	0.26	-1.043	0.979	1.0	9746	0.517	0.068	0.824	1.0	6687	-1.292	-3.423	-0.857
SLC36A1	ENSG00000123643	0.558	0.234	0.778	1.0	6335	0.316	-0.773	0.962	1.0	9011	0.039	-3.217	1.0	1.0	14084	-1.493	-3.076	-6.795
GMPS	ENSG00000163655	0.558	0.233	0.778	1.0	6336	0.629	0.526	0.682	1.0	5653	0.615	0.469	0.702	1.0	5707	1.349	2.014	1.982
WASF2	ENSG00000158195	0.558	0.233	0.778	1.0	6337	0.829	1.575	0.283	1.0	3419	0.846	1.702	0.241	1.0	3267	2.475	5.074	5.059
PLPPR2	ENSG00000105520	0.558	0.233	0.778	1.0	6338	0.636	0.559	0.67	1.0	5575	0.347	-0.634	0.949	1.0	8468	2.086	2.738	0.64
APOBEC3F	ENSG00000128394	0.558	0.233	0.779	1.0	6339	0.563	0.253	0.772	1.0	6342	0.418	-0.33	0.908	1.0	7731	2.048	2.108	1.144
TUBA8	ENSG00000183785	0.558	0.232	0.779	1.0	6340	0.714	0.916	0.534	1.0	4755	0.068	-2.61	1.0	1.0	13176	-2.816	-0.964	-6.795
GTPBP6	ENSG00000178605	0.558	0.232	0.779	1.0	6341	0.386	-0.466	0.929	1.0	8198	0.605	0.426	0.717	1.0	5814	4.735	3.119	4.644
PPP1R16A	ENSG00000160972	0.558	0.232	0.779	1.0	6342	0.303	-0.833	0.967	1.0	9165	0.322	-0.746	0.96	1.0	8786	5.044	2.678	2.833
TMEM234	ENSG00000160055	0.558	0.231	0.779	1.0	6343	0.739	1.039	0.484	1.0	4499	0.457	-0.171	0.879	1.0	7302	2.697	4.228	1.949
TMEM18	ENSG00000151353	0.557	0.229	0.78	1.0	6344	0.597	0.394	0.728	1.0	5981	0.656	0.645	0.639	1.0	5294	4.809	4.87	5.095
PRRG2	ENSG00000126460	0.557	0.229	0.78	1.0	6345	0.937	2.7	0.045	0.366	1909	0.05	-2.943	1.0	1.0	13713	-2.098	3.17	-6.795
